Company,Valuation,Date Joined,Industry,City,Country,Continent,Year Founded,Days Existed,Funding,Select Investors
Degreed,"$1,000,000,000 ",4/13/2021,Edtech,Pleasanton,United States,North America,2012,42287,"$318,000,000 ","Signal Peak Ventures, Owl Ventures, Jump Capital"
Deliverect,"$1,000,000,000 ",1/24/2022,Fintech,Ghent,Belgium,Europe,2018,42567,"$237,000,000 ","Newion Partners, SmartFin Capital, OMERS Ventures"
Envoy,"$1,000,000,000 ",1/11/2022,Internet software & services,San Francisco,United States,North America,2013,42559,"$170,000,000 ","Andreessen Horowitz, Initialized Capital, TriplePoint Capital"
Epidemic Sound,"$1,000,000,000 ",3/11/2021,Internet software & services,Stockholm,Sweden,Europe,2009,42257,"$509,000,000 ","EQT Partners, Blackstone"
Figment,"$1,000,000,000 ",12/20/2021,Internet software & services,Toronto,Canada,North America,2018,42532,"$165,000,000 ","Bonfire Ventures, Two Sigma Ventures, FJ Labs"
Firebolt,"$1,000,000,000 ",1/26/2022,Data management & analytics,Tel Aviv,Israel,Asia,2019,42568,"$264,000,000 ","TLV Partners, Zeev Ventures, Bessemer Venture Partners"
Five Star Business Finance,"$1,000,000,000 ",3/26/2021,Other,Chennai,India,Asia,1984,42297,"$456,000,000 ","Sequoia Capital India, Tiger Global Management, Tencent"
GupShup,"$1,000,000,000 ",4/8/2021,Internet software & services,San Francisco,United States,North America,2011,42283,"$384,000,000 ","Helion Venture Partners, Tiger Global management, CRV"
Kong,"$1,000,000,000 ",12/31/2020,Internet software & services,San Francisco,United States,North America,2007,42189,"$169,000,000 ","New Enterprise Associates, CRV, Index Ventures"
Koudai,"$1,000,000,000 ",10/23/2014,E-commerce & direct-to-consumer,Beijing,China,Asia,2010,39925,"$368,000,000 ","New Enterprise Associates, Tiger Global management, Tencent"
Panther Labs,"$1,000,000,000 ",12/2/2021,Cybersecurity,San Francisco,United States,North America,2018,42514,"$141,000,000 ","Innovation Endeavors, s28 Capital, Lightspeed Venture Partners"
Papa,"$1,000,000,000 ",11/4/2021,Health,Miami,United States,North America,2016,42488,"$241,000,000 ","Initialized Capital, Canaan Partners, Sound Ventures"
Pristyn Care,"$1,000,000,000 ",12/7/2021,Health,Gurugram,India,Asia,2018,42519,"$177,000,000 ","Sequoia Capital India, Hummingbird Ventures, Epiq Capital"
Rebel Foods,"$1,000,000,000 ",10/7/2021,E-commerce & direct-to-consumer,Pune,India,Asia,2011,42465,"$521,000,000 ","Sequoia Capital India, Lightbox Ventures, Coatue Management"
Salt Security,"$1,000,000,000 ",2/10/2022,Cybersecurity,Palo Alto,United States,North America,2016,42586,"$271,000,000 ","Y Combinator, S Capital, Tenaya Capital"
Scalable Capital,"$1,000,000,000 ",6/8/2021,Fintech,Munich,Germany,Europe,2014,42341,"$314,000,000 ","BlackRock, Tengelmann Ventures, Holtzbrinck Ventures"
SparkCognition,"$1,000,000,000 ",1/25/2022,Artificial intelligence,Austin,United States,North America,2013,42573,"$286,000,000 ","March Capital Partners, Temasek, Doha Venture Capital"
Stash,"$1,000,000,000 ",2/3/2021,Fintech,New York,United States,North America,2015,42215,"$426,000,000 ","Goodwater Capital, Entree Capital, Valar Ventures"
Symphony,"$1,000,000,000 ",5/16/2017,Fintech,New York,United States,North America,2014,40857,"$511,000,000 ","BNP Paribas, Goldman Sachs, Google"
Tripledot,"$1,000,000,000 ",2/14/2022,Mobile & telecommunications,London,United Kingdom,Europe,2017,42589,"$202,000,000 ","Lightspeed Venture Partners, Access Industries, Eldridge"
VideoAmp,"$1,000,000,000 ",10/21/2021,Internet software & services,Los Angeles,United States,North America,2014,42476,"$382,000,000 ","Simon Equity Partners, Wavemaker Partners, Anthem Venture Partners"
Yidian Zixun,"$1,000,000,000 ",10/17/2017,Mobile & telecommunications,Beijing,China,Asia,2021,41004,"$151,000,000 ","Phoenix New Media, Tianjin Haihe Industry Fund"
Yotpo,"$1,000,000,000 ",3/18/2021,Internet software & services,New York,United States,North America,2011,42262,"$436,000,000 ","Bessemer Venture Partners, Vintage Investment Partners, Blumberg Capital"
Neon,"$1,000,000,000 ",2/14/2022,Fintech,Sao Paulo,Brazil,South America,2016,42590,"$720,000,000 ","Propel Venture Partners, Monashees+, BBVA"
Veepee,"$1,000,000,000 ",7/2/2007,E-commerce & direct-to-consumer,La Plaine Saint-Denis,France,Europe,2001,37264,Unknown,"Summit Partners, Qatar Holding"
Alloy,"$1,000,000,000 ",9/30/2021,Fintech,New York,United States,North America,2015,42454,"$156,000,000 ","Bessemer Venture Partners, Eniac Ventures, Canapi Ventures"
Epirus,"$1,000,000,000 ",2/14/2022,Other,Hawthorne,United States,North America,2018,42588,"$287,000,000 ","8VC, Bedrock Capital, Broom Ventures"
Klook,"$1,000,000,000 ",8/7/2018,Travel,Central,Hong Kong,Asia,2014,41305,"$722,000,000 ","Sequoia Capital China, Goldman Sachs, Matrix Partners China"
Yaoshibang,"$1,000,000,000 ",6/15/2021,Health,Guangzhou,China,Asia,2015,42347,"$496,000,000 ","Green Pine Capital Partners, Ivy Capital, DCM Ventures"
Signifyd,"$1,000,000,000 ",4/15/2021,Fintech,San Jose,United States,North America,2011,42290,"$390,000,000 ","Menlo Ventures, Resolute Ventures, IA Ventures"
Motorway,"$1,000,000,000 ",11/29/2021,E-commerce & direct-to-consumer,London,United Kingdom,Europe,2017,42512,"$276,000,000 ","Marchmont Ventures, BMW i Ventures, Index Ventures"
RIDI,"$1,000,000,000 ",1/24/2022,E-commerce & direct-to-consumer,Seoul,South Korea,Asia,2008,42577,"$178,000,000 ","Atinum Investment, Company K Partners, GIC"
Athletic Greens,"$1,000,000,000 ",1/25/2022,Health,New York,United States,North America,2010,42576,"$115,000,000 ","SC.Holdings, Not Boring Capital, Bolt Ventures"
GPclub,"$1,000,000,000 ",10/22/2018,Other,Seoul,South Korea,Asia,2003,41392,"$67,000,000 ",Goldman Sachs
Grove Collaborative,"$1,000,000,000 ",9/6/2019,E-commerce & direct-to-consumer,San Francisco,United States,North America,2016,41698,"$475,000,000 ","MHS Capital, NextView Ventures, Mayfield Fund"
Tongdun Technology,"$1,000,000,000 ",4/25/2019,Cybersecurity,Hangzhou,China,Asia,2013,41567,"$252,000,000 ","Advantech Capital, Temasek Holdings Ltd., Tiantu Capital Co."
Unisound,"$1,000,000,000 ",7/19/2018,Artificial intelligence,Beijing,China,Asia,2012,41288,"$361,000,000 ","Qiming Venture Partners, China Internet Investment Fund, Qualcomm Ventures"
Betterment,"$1,000,000,000 ",9/29/2021,Fintech,New York,United States,North America,2010,42458,"$335,000,000 ","Bessemer Venture Partners, Menlo Ventures, Anthermis"
Cava Group,"$1,000,000,000 ",4/27/2021,Other,Washington,United States,North America,2010,42303,"$738,000,000 ","SWaN & Legend Ventures, Revolution Growth, Invus Group"
CoinTracker,"$1,000,000,000 ",1/27/2022,Fintech,San Francisco,United States,North America,2017,42571,"$102,000,000 ","Initialized Capital, General Catalyst, Kraken Ventures"
DistroKid,"$1,000,000,000 ",8/16/2021,Internet software & services,New York,United States,North America,2013,42411,Unknown,"Insight Partners, Silversmith Capital Partners, Spotify"
Domestika,"$1,000,000,000 ",1/27/2022,Internet software & services,Berkeley,United States,North America,2012,42576,"$130,000,000 ","Zeev Ventures, GSV Ventures"
Flock Freight,"$1,000,000,000 ",10/20/2021,"Supply chain, logistics, & delivery",Encinitas,United States,North America,2015,42474,"$399,000,000 ","SignalFire, GLP Capital Partners, Google Ventures"
InSightec,"$1,000,000,000 ",3/6/2020,Health,Tirat Carmel,Israel,Asia,1999,41897,"$633,000,000 ","York Capital Management, GE Healthcare, Koch Disruptive Technologies"
Island,"$1,000,000,000 ",3/23/2022,Internet software & services,Dallas,United States,North America,2020,42623,"$215,000,000 ","Insight Partners, Sequoia Capital, Stripes Group"
iTrustCapital,"$1,000,000,000 ",1/11/2022,Fintech,Long Beach,United States,North America,2018,42554,"$128,000,000 ","Left Lane Capital, Walden Venture Capital"
Konfio,"$1,000,000,000 ",9/29/2021,Fintech,Mexico City,Mexico,North America,2013,42455,"$378,000,000 ","Kaszek Ventures, QED Investors, International Finance Corporation"
LinkTree,"$1,000,000,000 ",3/16/2022,Internet software & services,Melbourne,Australia,Oceania,2016,42620,"$166,000,000 ","AirTree Ventures, Insight Partners, Index Ventures"
Loadsmart,"$1,000,000,000 ",2/1/2022,"Supply chain, logistics, & delivery",New York,United States,North America,2014,42579,"$336,000,000 ","Chromo Invest, Maersk Growth, BlackRock"
Lukka,"$1,000,000,000 ",1/14/2022,Fintech,New York,United States,North America,2014,42561,"$201,000,000 ","Liberty City Ventures, Soros Fund Management, Summer Capital"
Manner,"$1,000,000,000 ",12/24/2020,Other,Shanghai,China,Asia,2015,42174,"$10,000,000 ","Coatue Management, H Capital, Capital Today"
The Brandtech Group,"$1,000,000,000 ",11/19/2019,Other,New York,United States,North America,2015,41773,"$610,000,000 ",Undisclosed
TravelPerk,"$1,000,000,000 ",1/12/2022,Travel,Barcelona,Spain,Europe,2015,42558,"$408,000,000 ","LocalGlobe, Kinnevik, Felix Capital"
YugaByte,"$1,000,000,000 ",10/28/2021,Data management & analytics,Sunnyvale,United States,North America,2016,42481,"$291,000,000 ","Lightspeed Venture Partners, Dell Technologies Capital, Wipro Ventures"
Intercom,"$1,000,000,000 ",3/27/2018,Internet software & services,San Francisco,United States,North America,2011,41175,"$241,000,000 ","FirstMark Capital, Tiger Global Management"
OVO Energy,"$1,000,000,000 ",2/14/2019,Other,Bristol,United Kingdom,Europe,2009,41501,"$324,000,000 ","Mitsubishi Corporation, Mayfair Equity Partners"
BigID,"$1,000,000,000 ",12/16/2020,Cybersecurity,New York,United States,North America,2015,42166,"$246,000,000 ","BOLDstart Ventures, SAP.iO Fund, Scale Venture Partners"
CaptivateIQ,"$1,000,000,000 ",1/26/2022,Fintech,San Francisco,United States,North America,2014,42573,"$165,000,000 ","Sequoia Capital, Y Combinator, Accel"
Flipdish,"$1,000,000,000 ",1/13/2022,Internet software & services,Dublin,Ireland,Europe,2015,42559,"$157,000,000 ","Tencent Holdings, Tiger Global Management, Global Founders Capital"
Honor Technology,"$1,000,000,000 ",10/5/2021,Internet software & services,San Francisco,United States,North America,2014,42460,"$325,000,000 ","Andreessen Horowitz, Prosus Ventures, Thrive Capital"
Incode Technologies,"$1,000,000,000 ",12/7/2021,Cybersecurity,San Francisco,United States,North America,2015,42522,"$257,000,000 ","Dila Capital, Framework Ventures, 3L"
Kuaikan Manhua,"$1,000,000,000 ",12/1/2017,Internet software & services,Beijing,China,Asia,2014,41056,"$594,000,000 ","Sequoia Capital China, CMC Capital Partners, Tencent Holdings"
Marshmallow,"$1,000,000,000 ",9/8/2021,Fintech,London,United Kingdom,Europe,2017,42430,"$116,000,000 ","Passion Capital, Hedosophia, Outrun Ventures"
Mythical Games,"$1,000,000,000 ",11/4/2021,Internet software & services,Sherman Oaks,United States,North America,2018,42486,"$260,000,000 ","Javelin Venture Partners, Struck Capital, Alumni Ventures Group"
Route,"$1,000,000,000 ",1/21/2022,"Supply chain, logistics, & delivery",Lehi,United States,North America,2018,42564,"$482,000,000 ","Madrona Venture Group, Banner Ventures, FJ Labs"
Tackle.io,"$1,000,000,000 ",12/21/2021,Internet software & services,Boise,United States,North America,2016,42535,"$148,000,000 ","Andreessen Horowitz, Bessemer Venture Partners, Coatue Management"
Nexii,"$1,000,000,000 ",9/8/2021,Other,Vancouver,Canada,North America,2020,42427,"$45,000,000 ","Trane Technologies, Honeywell"
GalaxySpace,"$1,000,000,000 ",11/17/2020,Mobile & telecommunications,Beijing,China,Asia,2016,42136,"$14,000,000 ","Shunwei Capital Partners, 5Y Capital, Legend Capital"
Insider,"$1,000,000,000 ",2/28/2022,Internet software & services,Istanbul,Turkey,Europe,2012,42608,"$167,000,000 ","Wamda Capital, Endeavor, Riverwood Capital"
Spiber,"$1,000,000,000 ",9/8/2021,Other,Tsuruoka,Japan,Asia,2007,42440,"$520,000,000 ","Cool Japan Fund, JAFCO, The Carlyle Group"
Ada Support,"$1,000,000,000 ",5/7/2021,Artificial intelligence,Toronto,Canada,North America,2016,42307,"$191,000,000 ","Version One Ventures, Bessemer Venture Partners, FirstMark Capital"
AgentSync,"$1,000,000,000 ",12/7/2021,Fintech,Denver,United States,North America,2018,42519,"$111,000,000 ","Craft Ventures, Caffeinated Capital, Operator Collective"
Alation,"$1,000,000,000 ",6/3/2021,Internet software & services,Redwood City,United States,North America,2012,42338,"$192,000,000 ","Costanoa Ventures, Data Collective, Salesforce Ventures"
BigPanda,"$1,000,000,000 ",1/12/2022,Artificial intelligence,Mountain View,United States,North America,2012,42561,"$317,000,000 ","Advent International, Battery Ventures, Sequoia Capital Israel"
CarDekho,"$1,000,000,000 ",10/13/2021,E-commerce & direct-to-consumer,Jaipur,India,Asia,2008,42474,"$448,000,000 ","Sequoia Capital India, Hillhouse Capital Management, Sunley House Capital Management"
Copado,"$1,000,000,000 ",9/13/2021,Data management & analytics,Chicago,United States,North America,2013,42439,"$271,000,000 ","Insight Partners, Salesforce Ventures, Perpetual Investors"
DailyPay,"$1,000,000,000 ",5/18/2021,Fintech,New York,United States,North America,2016,42318,"$189,000,000 ","RPM Ventures, Inspiration Ventures, Carrick Capital Partners"
FloQast,"$1,000,000,000 ",7/21/2021,Fintech,Los Angeles,United States,North America,2013,42385,"$230,000,000 ","Polaris Partners, Insight Partners, Norwest Venture Partners"
Gem,"$1,000,000,000 ",9/28/2021,Internet software & services,San Francisco,United States,North America,2017,42450,"$148,000,000 ","Accel, Greylock Partners, Meritech Capital Partners"
GrubMarket,"$1,000,000,000 ",9/14/2021,E-commerce & direct-to-consumer,San Francisco,United States,North America,2013,42440,"$382,000,000 ","GGV Capital, BlackRock, ACE & Company"
Helium Systems,"$1,000,000,000 ",2/22/2022,Internet software & services,San Francisco,United States,North America,2013,42601,"$365,000,000 ","FirstMark Capital, Tiger Global Management, FTX Venture"
Inari,"$1,000,000,000 ",5/12/2021,Other,Cambridge,United States,North America,2016,42312,"$337,000,000 ","Flagship Pioneering, Alexandria Venture Investments, Investment Corporation of Dubai"
Jokr,"$1,000,000,000 ",12/2/2021,E-commerce & direct-to-consumer,New York,United States,North America,2021,42511,"$430,000,000 ","GGV Capital, Tiger Global Management, Greycroft"
LivSpace,"$1,000,000,000 ",2/8/2022,E-commerce & direct-to-consumer,Bengaluru,India,Asia,2015,42585,"$427,000,000 ","Jungle Ventures, Helion Venture Partners, INGKA Investments"
Merama,"$1,000,000,000 ",12/9/2021,E-commerce & direct-to-consumer,Mexico City,Mexico,North America,2020,42519,"$345,000,000 ","SoftBank Latin America Fund, Advent International, Balderton Capital"
MindTickle,"$1,000,000,000 ",8/3/2021,Internet software & services,San Francisco,United States,North America,2012,42399,"$281,000,000 ","Qualcomm Ventures, Accel, Canaan Partners"
MyGlamm,"$1,000,000,000 ",11/10/2021,E-commerce & direct-to-consumer,Mumbai,India,Asia,2015,42495,"$310,000,000 ","L'Occitane, Trifecta Capital, Bessemer Venture Partners"
Oda,"$1,000,000,000 ",6/2/2021,E-commerce & direct-to-consumer,Oslo,Norway,Europe,2013,42336,"$337,000,000 ","Kinnevik, Softbank Group, Prosus Ventures"
Offchain Labs,"$1,000,000,000 ",8/31/2021,Internet software & services,Princeton,United States,North America,2018,42421,"$124,000,000 ","Pantera Capital, Polychain Capital, Lightspeed Venture Partners"
Phantom,"$1,000,000,000 ",1/31/2022,Fintech,San Francisco,United States,North America,2021,42571,"$118,000,000 ","Paradigm, Andreessen Horowitz, Jump Capital"
Pilot.com,"$1,000,000,000 ",3/26/2021,Fintech,San Francisco,United States,North America,2016,42265,"$161,000,000 ","Index Ventures, Sequoia Capital, Bezos Expeditions"
Prime Medicine,"$1,000,000,000 ",7/13/2021,Health,Cambridge,United States,North America,2019,42371,"$315,000,000 ","Newpath Partners, Google Ventures, F-Prime Capital"
Public,"$1,000,000,000 ",2/17/2021,Fintech,New York,United States,North America,2008,42236,"$309,000,000 ","Accel, Greycroft, Advancit Capital"
Qumulo,"$1,000,000,000 ",7/16/2020,Data management & analytics,Seattle,United States,North America,2012,42016,"$347,000,000 ","Madrona Venture Group, Kleiner Perkins Caufield & Byers, Highland Capital Partners"
Rohlik,"$1,000,000,000 ",7/1/2021,"Supply chain, logistics, & delivery",Prague,Czech Republic,Europe,2019,42359,"$380,000,000 ","Partech Partners, Index Ventures, Quadrille Capital"
SeekOut,"$1,000,000,000 ",1/12/2022,Internet software & services,Bellevue,United States,North America,2017,42556,"$189,000,000 ","Mayfield, Madrona Venture Group, Tiger Global Management"
SmartMore,"$1,000,000,000 ",6/24/2021,Artificial Intelligence,Shenzhen,China,Asia,2019,42352,"$300,000,000 ","IDG Capital, ZhenFund, Sequoia Capital China"
Tealium,"$1,000,000,000 ",2/3/2021,Internet software & services,San Diego,United States,North America,2008,42222,"$264,000,000 ","Georgian Partners, Silver Lake, Presidio Ventures"
UpGrad,"$1,000,000,000 ",8/9/2021,Edtech,Mumbai,India,Asia,2015,42402,"$194,000,000 ","Qualcomm Ventures, Accel, Canaan Partners"
Workhuman,"$1,000,000,000 ",6/23/2020,Internet software & services,Dublin,Ireland,Europe,1999,42006,"$9,000,000 ",ICG
Xpressbees,"$1,000,000,000 ",2/9/2022,"Supply chain, logistics, & delivery",Pune,India,Asia,2012,42589,"$573,000,000 ","Norwest Venture Partners, Investcorp, Blackstone"
L&P Cosmetic,"$1,000,000,000 ",1/1/2016,Consumer & retail,Seoul,South Korea,Asia,2009,40361,"$33,000,000 ",CDIB Capital
Mininglamp Technology,"$1,000,000,000 ",3/27/2019,Artificial intelligence,Beijing,China,Asia,2014,41537,"$787,000,000 ","Russia-China Investment Fund, Tencent Holdings, Sequoia Capital China"
Luoji Siwei,"$1,000,000,000 ",7/20/2017,Edtech,Beijing,China,Asia,2012,40924,"$144,000,000 ","Sequoia Capital China, Qiming Venture Partners, Tencent Holdings"
IRL,"$1,000,000,000 ",6/15/2021,Internet software & services,San Francisco,United States,North America,2017,42345,"$197,000,000 ","Goodwater Capital, Floodgate, Founders Fund"
Modern Health,"$1,000,000,000 ",2/11/2021,Health,San Francisco,United States,North America,2017,42221,"$167,000,000 ","Kleiner Perkins Caufield & Byers, Afore Capital, Founders Fund"
